date,demand_GW
2020-01-15 16:25:34,39327
2020-01-15 16:30:35,39557
2020-01-15 16:35:34,39901
2020-01-15 16:40:35,40323
2020-01-15 16:45:34,40704
2020-01-15 16:50:35,41102
2020-01-15 16:55:34,41582
2020-01-15 17:00:36,41944
2020-01-15 17:05:34,42045
2020-01-15 17:10:35,42253
2020-01-15 17:15:34,42314
2020-01-15 17:20:34,42329
2020-01-15 17:25:34,42544
2020-01-15 17:30:34,42589
2020-01-15 17:35:34,42609
2020-01-15 17:40:35,42544
2020-01-15 17:45:35,42604
2020-01-15 17:50:36,42558
2020-01-15 17:55:35,42547
2020-01-15 18:00:34,42447
2020-01-15 18:05:37,42410
2020-01-15 18:10:35,42496
2020-01-15 18:15:34,42504
2020-01-15 18:20:35,42442
2020-01-15 18:25:35,42408
2020-01-15 18:30:34,42340
2020-01-15 18:35:34,42318
2020-01-15 18:40:35,42286
2020-01-15 18:45:35,42157
2020-01-15 18:50:35,42057
2020-01-15 18:55:34,41945
2020-01-15 19:00:36,41820
2020-01-15 19:05:34,41713
2020-01-15 19:10:34,41601
2020-01-15 19:15:34,41469
2020-01-15 19:20:34,41259
2020-01-15 19:25:35,40924
2020-01-15 19:30:34,40918
2020-01-15 19:35:35,40780
2020-01-15 19:40:35,40833
2020-01-15 19:45:35,40783
2020-01-15 19:50:35,40505
2020-01-15 19:55:34,40253
2020-01-15 20:00:34,39881
2020-01-15 20:05:35,39600
2020-01-15 20:10:34,39573
2020-01-15 20:15:34,39424
2020-01-15 20:20:34,39291
2020-01-15 20:25:34,38848
2020-01-15 20:30:35,38436
2020-01-15 20:35:34,37998
2020-01-15 20:40:35,37741
2020-01-15 20:45:35,37521
2020-01-15 20:50:36,37278
2020-01-15 20:55:35,36949
2020-01-15 21:00:34,36597
2020-01-15 21:05:34,36376
2020-01-15 21:10:35,36030
2020-01-15 21:15:34,35664
2020-01-15 21:20:35,35411
2020-01-15 21:25:34,35088
2020-01-15 21:30:34,34776
2020-01-15 21:35:34,34466
2020-01-15 21:40:35,34112
2020-01-15 21:45:34,33614
2020-01-15 21:50:34,33228
2020-01-15 21:55:34,32980
2020-01-15 22:00:36,32747
2020-01-15 22:05:34,32049
2020-01-15 22:10:35,31520
2020-01-15 22:15:34,31012
2020-01-15 22:20:36,30925
2020-01-15 22:25:34,30620
2020-01-15 22:30:34,30348
2020-01-15 22:35:34,30086
2020-01-15 22:40:35,29984
2020-01-15 22:45:34,29813
2020-01-15 22:50:34,29536
2020-01-15 22:55:34,29305
2020-01-15 23:00:35,28996
2020-01-15 23:05:35,28358
2020-01-15 23:10:34,28034
2020-01-15 23:15:34,28024
2020-01-15 23:20:35,27924
2020-01-15 23:25:34,27718
2020-01-15 23:30:35,27608
2020-01-15 23:35:34,27435
2020-01-15 23:40:35,27517
2020-01-15 23:45:34,27459
2020-01-15 23:50:34,27490
2020-01-15 23:55:35,27398
2020-01-16 00:00:34,27308
2020-01-16 00:05:34,27244
2020-01-16 00:10:35,27312
2020-01-16 00:15:34,27216
2020-01-16 00:20:34,27305
2020-01-16 00:25:34,27278
2020-01-16 00:30:34,27247
2020-01-16 00:35:34,27225
2020-01-16 00:40:34,27331
2020-01-16 00:45:33,27339
2020-01-16 00:50:34,27408
2020-01-16 00:55:34,27376
2020-01-16 01:00:36,27382
2020-01-16 01:05:34,27420
2020-01-16 01:10:35,27640
2020-01-16 01:15:35,27689
2020-01-16 01:20:34,27723
2020-01-16 01:25:34,27750
2020-01-16 01:30:34,27664
2020-01-16 01:35:34,27569
2020-01-16 01:40:33,27422
2020-01-16 01:45:35,27345
2020-01-16 01:50:34,27277
2020-01-16 01:55:35,27195
2020-01-16 02:00:34,27137
2020-01-16 02:05:34,27071
2020-01-16 02:10:34,26965
2020-01-16 02:15:35,26840
2020-01-16 02:20:34,26775
2020-01-16 02:25:35,26716
2020-01-16 02:30:34,26574
2020-01-16 02:35:34,26531
2020-01-16 02:40:34,26656
2020-01-16 02:45:34,26694
2020-01-16 02:50:37,26653
2020-01-16 02:55:34,26534
2020-01-16 03:00:34,26505
2020-01-16 03:05:34,26422
2020-01-16 03:10:33,26168
2020-01-16 03:15:35,26053
2020-01-16 03:20:34,25935
2020-01-16 03:25:34,25905
2020-01-16 03:30:35,25901
2020-01-16 03:35:34,25902
2020-01-16 03:40:34,25855
2020-01-16 03:45:35,25814
2020-01-16 03:50:34,25969
2020-01-16 03:55:34,26000
2020-01-16 04:00:35,25839
2020-01-16 04:05:34,25653
2020-01-16 04:10:34,25834
2020-01-16 04:15:34,26190
2020-01-16 04:20:34,26240
2020-01-16 04:25:34,26231
2020-01-16 04:30:35,26205
2020-01-16 04:35:34,26198
2020-01-16 04:40:34,26236
2020-01-16 04:45:34,26272
2020-01-16 04:50:36,26335
2020-01-16 04:55:34,26429
2020-01-16 05:00:35,26536
2020-01-16 05:05:34,26585
2020-01-16 05:10:35,26252
2020-01-16 05:15:34,26252
2020-01-16 05:20:35,26371
2020-01-16 05:25:34,26218
2020-01-16 05:30:35,26163
2020-01-16 05:35:34,26263
2020-01-16 05:40:34,26531
2020-01-16 05:45:34,26869
2020-01-16 05:50:34,27013
2020-01-16 05:55:35,27331
2020-01-16 06:00:34,27602
2020-01-16 06:05:34,28030
2020-01-16 06:10:36,28687
2020-01-16 06:15:35,29520
2020-01-16 06:20:37,30045
2020-01-16 06:25:35,30379
2020-01-16 06:30:35,30769
2020-01-16 06:35:35,31179
2020-01-16 06:40:35,31612
2020-01-16 06:45:38,32082
2020-01-16 06:50:36,32504
2020-01-16 06:55:34,32858
2020-01-16 07:00:35,33530
2020-01-16 07:05:34,33985
2020-01-16 07:10:34,33983
2020-01-16 07:15:34,34528
2020-01-16 07:20:35,34924
2020-01-16 07:25:35,35168
2020-01-16 07:30:35,35728
2020-01-16 07:35:34,36188
2020-01-16 07:40:34,36386
2020-01-16 07:45:34,36667
2020-01-16 07:50:35,36837
2020-01-16 07:55:35,37024
2020-01-16 08:00:34,37112
2020-01-16 08:05:35,37273
2020-01-16 08:10:35,37622
2020-01-16 08:15:35,37866
2020-01-16 08:20:35,38000
2020-01-16 08:25:34,37954
2020-01-16 08:30:34,37922
2020-01-16 08:35:34,37936
2020-01-16 08:40:34,38005
2020-01-16 08:45:33,38065
2020-01-16 08:50:34,38074
2020-01-16 08:55:34,37987
2020-01-16 09:00:36,37868
2020-01-16 09:05:34,37866
2020-01-16 09:10:35,38096
2020-01-16 09:15:36,38160
2020-01-16 09:20:35,38310
2020-01-16 09:25:34,38376
2020-01-16 09:30:34,38485
2020-01-16 09:35:34,38544
2020-01-16 09:40:34,38352
2020-01-16 09:45:34,38385
2020-01-16 09:50:35,38354
2020-01-16 09:55:35,38274
2020-01-16 10:00:34,38105
2020-01-16 10:05:34,38133
2020-01-16 10:10:35,38066
2020-01-16 10:15:34,38128
2020-01-16 10:20:34,38227
2020-01-16 10:25:34,37892
2020-01-16 10:30:36,37857
2020-01-16 10:35:34,37926
2020-01-16 10:40:34,37854
2020-01-16 10:45:34,37652
2020-01-16 10:50:34,37731
2020-01-16 10:55:34,37701
2020-01-16 11:00:35,37728
2020-01-16 11:05:35,37818
2020-01-16 11:10:34,38053
2020-01-16 11:15:34,38157
2020-01-16 11:20:35,38033
2020-01-16 11:25:34,38053
2020-01-16 11:30:34,38138
2020-01-16 11:35:35,38128
2020-01-16 11:40:34,38282
2020-01-16 11:45:34,38335
2020-01-16 11:50:35,38289
2020-01-16 11:55:34,38344
2020-01-16 12:00:34,38511
2020-01-16 12:05:34,38231
2020-01-16 12:10:34,38193
2020-01-16 12:15:34,38147
2020-01-16 12:20:35,38147
2020-01-16 12:25:34,38237
2020-01-16 12:30:34,38423
2020-01-16 12:35:34,38325
2020-01-16 12:40:34,38440
2020-01-16 12:45:34,38552
2020-01-16 12:50:35,38565
2020-01-16 12:55:34,38414
2020-01-16 13:00:35,38303
2020-01-16 13:05:35,38182
2020-01-16 13:10:35,38358
2020-01-16 13:15:34,38401
2020-01-16 13:20:34,38416
2020-01-16 13:25:35,38488
2020-01-16 13:30:34,38541
2020-01-16 13:35:35,38507
2020-01-16 13:40:34,38545
2020-01-16 13:45:35,38573
2020-01-16 13:50:35,38589
2020-01-16 13:55:34,38508
2020-01-16 14:00:34,38439
2020-01-16 14:05:35,38393
2020-01-16 14:10:33,38394
2020-01-16 14:15:34,38379
2020-01-16 14:20:38,38349
2020-01-16 14:25:34,38403
2020-01-16 14:30:34,38431
2020-01-16 14:35:36,38440
2020-01-16 14:40:34,38326
2020-01-16 14:45:34,38202
2020-01-16 14:50:34,38072
2020-01-16 14:55:34,38243
2020-01-16 15:00:35,38253
2020-01-16 15:05:34,38271
2020-01-16 15:10:37,38326
2020-01-16 15:15:35,38441
2020-01-16 15:20:34,38561
2020-01-16 15:25:35,38630
2020-01-16 15:30:35,38708
2020-01-16 15:35:34,38775
2020-01-16 15:40:39,38918
2020-01-16 15:45:34,38983
2020-01-16 15:50:34,39255
2020-01-16 15:55:34,39554
2020-01-16 16:00:38,39771
2020-01-16 16:05:35,39947
2020-01-16 16:10:34,39767
2020-01-16 16:15:35,39825
2020-01-16 16:20:34,40141
2020-01-16 16:25:34,40447
2020-01-16 16:30:36,40557
2020-01-16 16:35:35,40939
2020-01-16 16:40:35,40939
2020-01-16 16:45:34,41201
2020-01-16 16:50:35,41405
2020-01-16 16:55:34,41711
2020-01-16 17:00:36,41737
2020-01-16 17:05:34,41785
2020-01-16 17:10:35,41924
2020-01-16 17:15:35,41975
2020-01-16 17:20:34,42069
2020-01-16 17:25:34,42285
2020-01-16 17:30:35,42232
2020-01-16 17:35:35,42142
2020-01-16 17:40:34,42235
2020-01-16 17:45:34,42069
2020-01-16 17:50:34,41897
2020-01-16 17:55:34,41897
2020-01-16 18:00:34,41743
2020-01-16 18:05:34,41618
2020-01-16 18:10:35,41668
2020-01-16 18:15:35,41611
2020-01-16 18:20:34,41468
2020-01-16 18:25:34,41372
2020-01-16 18:30:35,41356
2020-01-16 18:35:34,41281
2020-01-16 18:40:35,41283
2020-01-16 18:45:34,41354
2020-01-16 18:50:35,41257
2020-01-16 18:55:34,41236
2020-01-16 19:00:35,41072
2020-01-16 19:05:35,40954
2020-01-16 19:10:35,40832
2020-01-16 19:15:34,40653
2020-01-16 19:20:34,40451
2020-01-16 19:25:35,40044
2020-01-16 19:30:34,39710
2020-01-16 19:35:35,39490
2020-01-16 19:40:35,39412
2020-01-16 19:45:34,39239
2020-01-16 19:50:35,39057
2020-01-16 19:55:34,38687
2020-01-16 20:00:34,38499
2020-01-16 20:05:34,38368
2020-01-16 20:10:34,38430
2020-01-16 20:15:35,38290
2020-01-16 20:20:35,38024
2020-01-16 20:25:34,37679
2020-01-16 20:30:36,37345
2020-01-16 20:35:33,37218
2020-01-16 20:40:35,37115
2020-01-16 20:45:35,36923
2020-01-16 20:50:35,36667
2020-01-16 20:55:34,36298
2020-01-16 21:00:37,35968
2020-01-16 21:05:34,35730
2020-01-16 21:10:34,35423
2020-01-16 21:15:35,35079
2020-01-16 21:20:34,34748
2020-01-16 21:25:34,34420
2020-01-16 21:30:35,34192
2020-01-16 21:35:34,33536
2020-01-16 21:40:34,33536
2020-01-16 21:45:34,33239
2020-01-16 21:50:35,32929
2020-01-16 21:55:34,32757
2020-01-16 22:00:35,32437
2020-01-16 22:05:34,32216
2020-01-16 22:10:34,31835
2020-01-16 22:15:35,31542
2020-01-16 22:20:34,31266
2020-01-16 22:25:36,30950
2020-01-16 22:30:34,30551
2020-01-16 22:35:34,30248
2020-01-16 22:40:36,30053
2020-01-16 22:45:34,29922
2020-01-16 22:50:35,29574
2020-01-16 22:55:34,29306
2020-01-16 23:00:35,29170
2020-01-16 23:05:34,28289
2020-01-16 23:10:33,28289
2020-01-16 23:15:34,28283
2020-01-16 23:20:37,28220
2020-01-16 23:25:34,28228
2020-01-16 23:30:35,28160
2020-01-16 23:35:34,28104
2020-01-16 23:40:34,28009
2020-01-16 23:45:35,27794
2020-01-16 23:50:35,27641
2020-01-16 23:55:34,27531
2020-01-17 00:00:34,27570
2020-01-17 00:05:34,27525
2020-01-17 00:10:34,27565
2020-01-17 00:15:34,27645
2020-01-17 00:20:34,27740
2020-01-17 00:25:34,27690
2020-01-17 00:30:33,27547
2020-01-17 00:35:34,27422
2020-01-17 00:40:34,27395
2020-01-17 00:45:34,27276
2020-01-17 00:50:34,27369
2020-01-17 00:55:34,27386
2020-01-17 01:00:35,27219
2020-01-17 01:05:34,27165
2020-01-17 01:10:34,27497
2020-01-17 01:15:34,27634
2020-01-17 01:20:35,27696
2020-01-17 01:25:35,27688
2020-01-17 01:30:35,27473
2020-01-17 01:35:34,27280
2020-01-17 01:40:36,27145
2020-01-17 01:45:34,27027
2020-01-17 01:50:35,26932
2020-01-17 01:55:34,26949
2020-01-17 02:00:35,26858
2020-01-17 02:05:35,26660
2020-01-17 02:10:34,26589
2020-01-17 02:15:34,26524
2020-01-17 02:20:34,26416
2020-01-17 02:25:34,26535
2020-01-17 02:30:34,26574
2020-01-17 02:35:34,26555
2020-01-17 02:40:35,26591
2020-01-17 02:45:34,26585
2020-01-17 02:50:34,26554
2020-01-17 02:55:35,26480
2020-01-17 03:00:34,26262
2020-01-17 03:05:35,26083
2020-01-17 03:10:35,25959
2020-01-17 03:15:34,25784
2020-01-17 03:20:34,25548
2020-01-17 03:25:35,25548
2020-01-17 03:30:34,25450
2020-01-17 03:35:34,25392
2020-01-17 03:40:34,25450
2020-01-17 03:45:35,25481
2020-01-17 03:50:33,25470
2020-01-17 03:55:34,25349
2020-01-17 04:00:34,25247
2020-01-17 04:05:36,25158
2020-01-17 04:10:34,24839
2020-01-17 04:15:34,24793
2020-01-17 04:20:36,24781
2020-01-17 04:25:34,24748
2020-01-17 04:30:34,24804
2020-01-17 04:35:35,24804
2020-01-17 04:40:34,24939
2020-01-17 04:45:35,25079
2020-01-17 04:50:34,25170
2020-01-17 04:55:36,25214
2020-01-17 05:00:34,25140
2020-01-17 05:05:34,25029
2020-01-17 05:10:35,25067
2020-01-17 05:15:35,25101
2020-01-17 05:20:34,25195
2020-01-17 05:25:35,25362
2020-01-17 05:30:34,25457
2020-01-17 05:35:35,25558
2020-01-17 05:40:35,25826
2020-01-17 05:45:34,26242
2020-01-17 05:50:36,26637
2020-01-17 05:55:34,26873
2020-01-17 06:00:35,27183
2020-01-17 06:05:34,27597
2020-01-17 06:10:35,28425
2020-01-17 06:15:34,29138
2020-01-17 06:20:34,29630
2020-01-17 06:25:34,30169
2020-01-17 06:30:35,30593
2020-01-17 06:35:34,31048
2020-01-17 06:40:37,31656
2020-01-17 06:45:34,31976
2020-01-17 06:50:34,32416
2020-01-17 06:55:34,32962
2020-01-17 07:00:34,33755
2020-01-17 07:05:34,34152
2020-01-17 07:10:34,34838
2020-01-17 07:15:34,35608
2020-01-17 07:20:34,36010
2020-01-17 07:25:35,36632
2020-01-17 07:30:34,37165
2020-01-17 07:35:35,37389
2020-01-17 07:40:35,37540
2020-01-17 07:45:38,37989
2020-01-17 07:50:36,38362
2020-01-17 07:55:34,38333
2020-01-17 08:00:35,38297
2020-01-17 08:05:35,38376
2020-01-17 08:10:35,38773
2020-01-17 08:15:34,38870
2020-01-17 08:20:34,38962
2020-01-17 08:25:34,39091
2020-01-17 08:30:34,39123
2020-01-17 08:35:35,38936
2020-01-17 08:40:34,38627
2020-01-17 08:45:35,38738
2020-01-17 08:50:35,38672
2020-01-17 08:55:34,38664
2020-01-17 09:00:34,38647
2020-01-17 09:05:34,38700
2020-01-17 09:10:35,38725
2020-01-17 09:15:34,38848
2020-01-17 09:20:34,38967
2020-01-17 09:25:34,39057
2020-01-17 09:30:34,39170
2020-01-17 09:35:38,39120
2020-01-17 09:40:34,39100
2020-01-17 09:45:35,39169
2020-01-17 09:50:34,39170
2020-01-17 09:55:34,39068
2020-01-17 10:00:34,38946
2020-01-17 10:05:34,38858
2020-01-17 10:10:35,39021
2020-01-17 10:15:34,39108
2020-01-17 10:20:35,39069
2020-01-17 10:25:34,39053
2020-01-17 10:30:35,38980
2020-01-17 10:35:34,39065
2020-01-17 10:40:34,39164
2020-01-17 10:45:34,39324
2020-01-17 10:50:34,39369
2020-01-17 10:55:35,39529
2020-01-17 11:00:34,39522
2020-01-17 11:05:34,39542
2020-01-17 11:10:35,39365
2020-01-17 11:15:34,39296
2020-01-17 11:20:34,39320
2020-01-17 11:25:35,39255
2020-01-17 11:30:34,39336
2020-01-17 11:35:34,39301
2020-01-17 11:40:34,39230
2020-01-17 11:45:34,39182
2020-01-17 11:50:34,38948
2020-01-17 11:55:34,38931
2020-01-17 12:00:34,38991
2020-01-17 12:05:35,38952
2020-01-17 12:10:34,39222
2020-01-17 12:15:35,39374
2020-01-17 12:20:34,39533
2020-01-17 12:25:35,39635
2020-01-17 12:30:34,39690
2020-01-17 12:35:35,39553
2020-01-17 12:40:34,39544
2020-01-17 12:45:34,39550
2020-01-17 12:50:34,39695
2020-01-17 12:55:34,39599
2020-01-17 13:00:35,39549
2020-01-17 13:05:34,39456
2020-01-17 13:10:34,39232
2020-01-17 13:15:34,39370
2020-01-17 13:20:35,39357
2020-01-17 13:25:35,39200
2020-01-17 13:30:35,39087
2020-01-17 13:35:34,39095
2020-01-17 13:40:34,39203
2020-01-17 13:45:35,39051
2020-01-17 13:50:36,38758
2020-01-17 13:55:37,38628
2020-01-17 14:00:35,38488
2020-01-17 14:05:34,38520
2020-01-17 14:10:34,38624
2020-01-17 14:15:34,38834
2020-01-17 14:20:35,38889
2020-01-17 14:25:35,38856
2020-01-17 14:30:34,38825
2020-01-17 14:35:34,38816
2020-01-17 14:40:35,38821
2020-01-17 14:45:34,38935
2020-01-17 14:50:37,38960
2020-01-17 14:55:34,38807
2020-01-17 15:00:34,38801
2020-01-17 15:05:34,38894
2020-01-17 15:10:34,38903
2020-01-17 15:15:34,38914
2020-01-17 15:20:35,38904
2020-01-17 15:25:35,38960
2020-01-17 15:30:34,39026
2020-01-17 15:35:35,39068
2020-01-17 15:40:34,39185
2020-01-17 15:45:35,39254
2020-01-17 15:50:35,39465
2020-01-17 15:55:34,39788
2020-01-17 16:00:34,40195
2020-01-17 16:05:34,40318
2020-01-17 16:10:35,40316
2020-01-17 16:15:34,40520
2020-01-17 16:20:35,40738
2020-01-17 16:25:34,41020
2020-01-17 16:30:34,41311
2020-01-17 16:35:34,41645
2020-01-17 16:40:34,41771
2020-01-17 16:45:34,42146
2020-01-17 16:50:34,42592
2020-01-17 16:55:35,43075
2020-01-17 17:00:34,43382
2020-01-17 17:05:34,43628
2020-01-17 17:10:35,43863
2020-01-17 17:15:35,43994
2020-01-17 17:20:35,44053
2020-01-17 17:25:35,44349
2020-01-17 17:30:34,44462
2020-01-17 17:35:34,44397
2020-01-17 17:40:35,44286
2020-01-17 17:45:34,44224
2020-01-17 17:50:35,44122
2020-01-17 17:55:34,44137
2020-01-17 18:00:37,43869
2020-01-17 18:05:34,43756
2020-01-17 18:10:35,44024
2020-01-17 18:15:34,44100
2020-01-17 18:20:35,43884
2020-01-17 18:25:35,43697
2020-01-17 18:30:34,43574
2020-01-17 18:35:34,43520
2020-01-17 18:40:35,43424
2020-01-17 18:45:34,43358
2020-01-17 18:50:34,43311
2020-01-17 18:55:34,43057
2020-01-17 19:00:34,42845
2020-01-17 19:05:34,42613
2020-01-17 19:10:34,42552
2020-01-17 19:15:35,42410
2020-01-17 19:20:34,42009
2020-01-17 19:25:35,41865
2020-01-17 19:30:34,41799
2020-01-17 19:35:34,41790
2020-01-17 19:40:34,41864
2020-01-17 19:45:34,41519
2020-01-17 19:50:34,41236
2020-01-17 19:55:34,41037
2020-01-17 20:00:34,40829
2020-01-17 20:05:34,40542
2020-01-17 20:10:34,40421
2020-01-17 20:15:34,40226
2020-01-17 20:20:35,39810
2020-01-17 20:25:34,39436
2020-01-17 20:30:34,39134
2020-01-17 20:35:34,38844
2020-01-17 20:40:34,38540
2020-01-17 20:45:34,38208
2020-01-17 20:50:34,37980
2020-01-17 20:55:34,37792
2020-01-17 21:00:35,37446
2020-01-17 21:05:35,37332
2020-01-17 21:10:34,37159
2020-01-17 21:15:34,36774
2020-01-17 21:20:34,36515
2020-01-17 21:25:34,36340
2020-01-17 21:30:34,35887
2020-01-17 21:35:35,35653
2020-01-17 21:40:35,35379
2020-01-17 21:45:34,35065
2020-01-17 21:50:34,34702
2020-01-17 21:55:34,34440
2020-01-17 22:00:35,34154
2020-01-17 22:05:35,33926
2020-01-17 22:10:35,33623
2020-01-17 22:15:34,33441
2020-01-17 22:20:35,33071
2020-01-17 22:25:35,32845
2020-01-17 22:30:36,32452
2020-01-17 22:35:35,32452
2020-01-17 22:40:35,32063
2020-01-17 22:45:34,31742
2020-01-17 22:50:34,31369
2020-01-17 22:55:34,31110
2020-01-17 23:00:34,30837
2020-01-17 23:05:34,30523
2020-01-17 23:10:34,30032
2020-01-17 23:15:34,29777
2020-01-17 23:20:35,29575
2020-01-17 23:25:34,29251
2020-01-17 23:30:35,28950
2020-01-17 23:35:34,28785
2020-01-17 23:40:35,28716
2020-01-17 23:45:34,28651
2020-01-17 23:50:34,28510
2020-01-17 23:55:36,28308
2020-01-18 00:00:34,28022
2020-01-18 00:05:35,27836
2020-01-18 00:10:34,27951
2020-01-18 00:15:35,28000
2020-01-18 00:20:34,28006
2020-01-18 00:25:34,28018
2020-01-18 00:30:35,28130
2020-01-18 00:35:35,28393
2020-01-18 00:40:36,28393
2020-01-18 00:45:34,28476
2020-01-18 00:50:37,28507
2020-01-18 00:55:34,28590
2020-01-18 01:00:34,28658
2020-01-18 01:05:34,28548
2020-01-18 01:10:35,28260
2020-01-18 01:15:34,28225
2020-01-18 01:20:35,28203
2020-01-18 01:25:35,28149
2020-01-18 01:30:35,27946
2020-01-18 01:35:34,27752
2020-01-18 01:40:34,27678
2020-01-18 01:45:34,27638
2020-01-18 01:50:35,27750
2020-01-18 01:55:34,27902
2020-01-18 02:00:34,27708
2020-01-18 02:05:34,27597
2020-01-18 02:10:35,27663
2020-01-18 02:15:36,27608
2020-01-18 02:20:34,27544
2020-01-18 02:25:35,27572
2020-01-18 02:30:35,27700
2020-01-18 02:35:35,27632
2020-01-18 02:40:35,27626
2020-01-18 02:45:35,27560
2020-01-18 02:50:35,27393
2020-01-18 02:55:37,27283
2020-01-18 03:00:34,27271
2020-01-18 03:05:35,27289
2020-01-18 03:10:34,27196
2020-01-18 03:15:35,27234
2020-01-18 03:20:35,27130
2020-01-18 03:25:36,27043
2020-01-18 03:30:36,26846
2020-01-18 03:35:34,26719
2020-01-18 03:40:34,26666
2020-01-18 03:45:35,26639
2020-01-18 03:50:34,26605
2020-01-18 03:55:34,26567
2020-01-18 04:00:34,26476
2020-01-18 04:05:34,26436
2020-01-18 04:10:34,26336
2020-01-18 04:15:36,26416
2020-01-18 04:20:34,26383
2020-01-18 04:25:34,26252
2020-01-18 04:30:34,26252
2020-01-18 04:35:35,26210
2020-01-18 04:40:35,26229
2020-01-18 04:45:34,26183
2020-01-18 04:50:35,26131
2020-01-18 04:55:35,26089
2020-01-18 05:00:34,26111
2020-01-18 05:05:35,26037
2020-01-18 05:10:34,26160
2020-01-18 05:15:35,25962
2020-01-18 05:20:34,25934
2020-01-18 05:25:34,25987
2020-01-18 05:30:34,26032
2020-01-18 05:35:36,26077
2020-01-18 05:40:34,25999
2020-01-18 05:45:34,25972
2020-01-18 05:50:35,25999
2020-01-18 05:55:33,26037
2020-01-18 06:00:34,26148
2020-01-18 06:05:35,26342
2020-01-18 06:10:34,26864
2020-01-18 06:15:34,27039
2020-01-18 06:20:34,27274
2020-01-18 06:25:35,27390
2020-01-18 06:30:34,27553
2020-01-18 06:35:34,27770
2020-01-18 06:40:34,28068
2020-01-18 06:45:35,28321
2020-01-18 06:50:34,28417
2020-01-18 06:55:35,28604
2020-01-18 07:00:35,28803
2020-01-18 07:05:45,28877
2020-01-18 07:11:30,29642
2020-01-18 07:16:25,30013
2020-01-18 07:21:18,30013
2020-01-18 07:26:00,30179
2020-01-18 07:32:32,30514
2020-01-18 07:35:39,30514
2020-01-18 07:41:45,30681
2020-01-18 07:45:41,31016
2020-01-18 07:51:37,31661
2020-01-18 07:56:24,31862
2020-01-18 08:02:23,32243
2020-01-18 08:06:31,32597
2020-01-18 08:10:56,32597
2020-01-18 08:15:38,33003
2020-01-18 08:20:35,33287
2020-01-18 08:25:37,33551
2020-01-18 08:30:39,33835
2020-01-18 08:35:34,34143
2020-01-18 08:40:36,34458
2020-01-18 08:45:35,34568
2020-01-18 08:50:38,34816
2020-01-18 08:55:35,34928
2020-01-18 09:00:37,35028
2020-01-18 09:05:36,35217
2020-01-18 09:10:35,35417
2020-01-18 09:15:34,35468
2020-01-18 09:20:36,35605
2020-01-18 09:25:35,35786
2020-01-18 09:30:37,35776
2020-01-18 09:35:35,35746
2020-01-18 09:40:37,35704
2020-01-18 09:45:34,35679
2020-01-18 09:50:34,35693
2020-01-18 09:55:35,35679
2020-01-18 10:00:34,35590
2020-01-18 10:05:34,35534
2020-01-18 10:10:36,35578
2020-01-18 10:15:34,35619
2020-01-18 10:20:34,35710
2020-01-18 10:25:35,35620
2020-01-18 10:30:36,35581
2020-01-18 10:35:34,35415
2020-01-18 10:40:35,35330
2020-01-18 10:45:34,35346
2020-01-18 10:50:34,35277
2020-01-18 10:55:35,35171
2020-01-18 11:00:35,35060
2020-01-18 11:05:35,34987
2020-01-18 11:10:34,34880
2020-01-18 11:15:34,34734
2020-01-18 11:20:34,34647
2020-01-18 11:25:35,34773
2020-01-18 11:30:35,34784
2020-01-18 11:35:35,34730
2020-01-18 11:40:35,34619
2020-01-18 11:45:34,34556
2020-01-18 11:50:34,34480
2020-01-18 11:55:34,34384
2020-01-18 12:00:35,34232
2020-01-18 12:05:34,34179
2020-01-18 12:10:34,34128
2020-01-18 12:15:34,34100
2020-01-18 12:20:34,34097
2020-01-18 12:25:34,34034
2020-01-18 12:30:35,33936
2020-01-18 12:35:35,33890
2020-01-18 12:40:34,33858
2020-01-18 12:45:35,33802
2020-01-18 12:50:34,33770
2020-01-18 12:55:35,33725
2020-01-18 13:00:34,33757
2020-01-18 13:05:34,33752
2020-01-18 13:11:07,33964
2020-01-18 13:15:35,33964
2020-01-18 13:20:34,33951
2020-01-18 13:25:35,33960
2020-01-18 13:30:34,33985
2020-01-18 13:35:34,34036
2020-01-18 13:40:35,34064
2020-01-18 13:45:35,34005
2020-01-18 13:50:34,34073
2020-01-18 13:55:36,34127
2020-01-18 14:00:34,34045
2020-01-18 14:05:35,34106
2020-01-18 14:10:36,34116
2020-01-18 14:15:35,34247
2020-01-18 14:20:35,34321
2020-01-18 14:25:36,34416
2020-01-18 14:30:34,34445
2020-01-18 14:35:34,34563
2020-01-18 14:40:35,34660
2020-01-18 14:45:34,34755
2020-01-18 14:50:35,34932
2020-01-18 14:55:34,35075
2020-01-18 15:00:34,35199
2020-01-18 15:05:35,35410
2020-01-18 15:10:34,35536
2020-01-18 15:15:36,35671
2020-01-18 15:20:35,35744
2020-01-18 15:25:35,35780
2020-01-18 15:30:35,35890
2020-01-18 15:35:34,36106
2020-01-18 15:40:36,36229
2020-01-18 15:45:34,36337
2020-01-18 15:50:34,36654
2020-01-18 15:55:35,36895
2020-01-18 16:00:34,37125
2020-01-18 16:05:34,37304
2020-01-18 16:10:34,37708
2020-01-18 16:15:35,38028
2020-01-18 16:20:35,38324
2020-01-18 16:25:36,38404
2020-01-18 16:30:35,38737
2020-01-18 16:35:34,39145
2020-01-18 16:40:35,39698
2020-01-18 16:45:35,40212
2020-01-18 16:50:34,40574
2020-01-18 16:55:36,41047
2020-01-18 17:00:35,41408
2020-01-18 17:05:34,41498
2020-01-18 17:11:06,41864
